1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
63	-0.921753	34.125016	138.928139	0.016348	1.1
64	-0.898836	35.125016	136.452806	0.016623	1.1
65	-0.906592	36.125016	134.064136	0.019013	1.1
66	-0.874047	35.327804	135.961557	0.016713	1.1
67	-0.890085	36.327625	133.590323	0.017691	1.1
68	-0.904362	37.327625	131.299979	0.014112	1.1
69	-0.940845	36.530413	133.119433	0.015517	1.1
70	-0.903327	35.737465	134.979875	0.016783	1.1
71	-0.902543	36.737465	132.642054	0.024038	1.0
72	-0.912852	36.416301	133.384001	0.018546	1.1
73	-0.902408	37.416301	131.100665	0.018339	1.1
74	-0.941653	36.619089	132.914562	0.013091	1.8
75	-0.915105	35.821876	134.779356	0.015228	1.1
76	-0.922694	36.821876	132.448416	0.020056	1.7
77	-0.926584	37.821876	130.196729	0.016820	1.8
78	-0.910889	38.645881	128.398067	0.015682	1.4
79	-0.914275	39.645881	126.280890	0.017594	1.5
80	-0.925811	40.645881	124.232402	0.021612	1.3
81	-0.921069	41.645881	122.249312	0.018737	1.6
82	-0.908332	42.645881	120.328539	0.017566	1.2
83	-0.934195	43.645881	118.467190	0.020815	1.2
84	-0.928812	44.645881	116.662550	0.017683	1.3
85	-0.914342	43.848669	118.096732	0.016811	1.1
86	-0.939201	44.848669	116.303276	0.020763	1.2
87	-0.929873	45.848669	114.563476	0.014275	1.1
88	-0.909312	46.821750	112.919763	0.017017	1.1
89	-0.930413	46.024538	114.262868	0.021650	1.3
90	-0.906431	45.227325	115.638309	0.019799	1.1
91	-0.897112	46.227325	113.918200	0.018939	1.1
92	-0.930414	47.227325	112.248514	0.018936	1.1
93	-0.893533	46.432093	113.572270	0.016088	1.1
94	-0.919340	47.432093	111.912635	0.016742	1.1
95	-0.930312	46.634881	113.231750	0.016829	1.1
96	-0.933402	45.837669	114.582332	0.018602	1.1
97	-0.908579	45.040456	115.965521	0.014508	1.1
98	-0.913562	46.040454	114.235740	0.013604	1.1
99	-0.914076	45.309572	115.494878	0.015339	1.8
100	-0.927889	46.309572	113.779002	0.016005	1.4
101	-0.936787	47.309572	112.113364	0.015213	1.7
102	-0.916651	48.309572	110.495790	0.017436	1.9
103	-0.916266	49.309572	108.924229	0.018370	1.3
104	-0.929092	50.309572	107.396745	0.018277	1.6
105	-0.926452	51.309572	105.911510	0.020206	1.4
106	-0.900575	52.309572	104.466794	0.016976	1.2
107	-0.940530	53.309572	103.060962	0.013820	1.2
108	-0.949424	54.306898	101.696075	0.017015	1.4
109	-0.921704	53.509686	102.784166	0.014675	1.1
110	-0.935135	54.509686	101.422961	0.017842	1.1
111	-0.916853	53.712473	102.505185	0.017481	1.1
112	-0.916359	54.712473	101.151311	0.014046	1.1
113	-0.941094	55.712473	99.832734	0.013374	1.4
114	-0.915033	56.712473	98.548091	0.018427	1.1
115	-0.956712	55.920622	99.562584	0.016770	1.1
116	-0.948146	56.920622	98.284840	0.015986	1.2
117	-0.899214	57.920622	97.039477	0.015754	1.2
118	-0.915830	57.123410	98.029719	0.015524	1.1
119	-0.910086	58.123410	96.790772	0.012494	1.1
120	-0.900275	57.326198	97.775918	0.024397	1.1
121	-0.896020	58.326198	96.543338	0.015648	2.5
122	-0.922265	59.325778	95.341945	0.017948	2.1
123	-0.906447	58.528565	96.297674	0.016152	1.4
124	-0.917129	59.528565	95.101854	0.023149	1.4
125	-0.946024	58.731353	96.052752	0.016101	1.8
126	-0.950280	59.731353	94.862970	0.019025	1.3
127	-0.936508	60.731353	93.702302	0.015532	1.3
128	-0.933278	61.731353	92.569692	0.020733	1.2
129	-0.949343	62.731345	91.464146	0.016290	1.9
130	-0.935274	63.731345	90.384685	0.023594	1.1
131	-0.923860	64.731345	89.330407	0.018913	1.3
132	-0.946828	65.731345	88.300440	0.017067	1.5
133	-0.944710	66.731345	87.293953	0.016312	1.3
134	-0.952998	67.731345	86.310153	0.018882	1.3
135	-0.963022	66.934132	87.092642	0.015379	1.3
136	-0.935090	67.934132	86.113349	0.016863	1.4
137	-0.916198	67.136920	86.892257	0.019251	1.3
138	-0.942093	68.136920	85.917440	0.016667	1.3
139	-0.916102	67.339707	86.692792	0.023795	1.1
140	-0.943467	68.339707	85.722420	0.018901	1.1
141	-0.945411	67.542495	86.494241	0.016176	1.1
142	-0.899455	66.748545	87.276842	0.014006	1.1
143	-0.934608	67.748545	86.293425	0.014261	1.1
144	-0.941896	68.748506	85.331960	0.016496	1.2
145	-0.920892	67.952404	86.095660	0.016231	2.1
146	-0.949035	67.185921	86.843975	0.017706	1.4
147	-0.919879	68.185921	85.870234	0.015287	3.7
148	-0.942527	67.389758	86.643703	0.017826	1.4
149	-0.938411	68.389758	85.674423	0.015323	1.3
150	-0.935224	69.377515	84.738066	0.013825	1.4
151	-0.935243	70.377515	83.810726	0.020468	1.2
152	-0.951606	71.377515	82.903463	0.018078	1.3
153	-0.894369	72.377515	82.015632	0.019350	1.2
154	-0.955233	73.377515	81.146615	0.022631	1.1
155	-0.961305	74.377515	80.295821	0.013021	1.1
156	-0.924142	75.377515	79.462682	0.020210	1.1
157	-0.955090	74.580303	80.125462	0.021282	1.5
158	-0.950358	75.580303	79.295836	0.017765	1.1
159	-0.914573	76.580303	78.483215	0.018842	1.1
160	-0.916922	77.580017	77.687306	0.014468	1.3
161	-0.926601	78.580017	76.907156	0.017025	1.1
162	-0.931560	79.580017	76.142519	0.018446	1.1
163	-0.947390	80.580017	75.392938	0.019387	1.2
164	-0.944482	81.580017	74.657971	0.017627	1.1
165	-0.946849	82.580017	73.937195	0.014749	1.1
166	-0.932324	81.782805	74.510673	0.016669	1.1
167	-0.947319	81.200943	74.934885	0.015929	1.1
168	-0.947832	82.200943	74.208778	0.019238	1.1
169	-0.959198	83.156206	73.528177	0.012843	1.9
170	-0.930409	84.156206	72.828949	0.019944	1.5
171	-0.920744	85.156206	72.142894	0.013729	1.7
172	-0.927989	86.156206	71.469644	0.016190	2.1
173	-0.944545	85.359023	72.005324	0.016911	1.3
174	-0.977624	86.359023	71.334628	0.020528	1.4
175	-0.926200	87.359023	70.676310	0.021164	1.3
176	-0.945310	88.359023	70.030032	0.018267	1.2
177	-0.929073	89.359023	69.395467	0.014775	1.5
178	-0.938599	90.359023	68.772298	0.019472	1.2
179	-0.907622	91.359022	68.160222	0.020891	1.2
180	-0.917613	90.561810	68.647290	0.016901	1.1
181	-0.962143	91.561810	68.037427	0.017045	1.1
182	-0.938243	92.561810	67.438304	0.016560	1.1
183	-0.943261	93.561810	66.849641	0.014086	1.1
184	-0.949913	94.561810	66.271166	0.021749	1.1
185	-0.935414	93.775294	66.725300	0.014808	1.1
186	-0.931441	94.775294	66.148965	0.018659	1.1
187	-0.934912	95.775294	65.582502	0.013279	1.1
188	-0.934098	96.775294	65.025657	0.017771	1.1
189	-0.942387	95.980372	65.467529	0.018703	1.1
190	-0.965115	96.980372	64.912627	0.018169	1.1
191	-0.948291	97.980372	64.367053	0.016128	1.1
192	-0.938744	97.183159	64.801245	0.018721	1.3
193	-0.970072	98.183159	64.257534	0.015247	1.6
194	-0.929940	99.183159	63.722871	0.013371	1.6
195	-0.929880	98.386104	64.148302	0.017109	1.4
196	-0.928006	97.588892	64.579538	0.016246	1.7
197	-0.931075	98.587706	64.040161	0.014136	1.8
198	-0.963120	99.587706	63.509093	0.014231	1.3
199	-0.954092	100.587471	62.986884	0.017883	1.3
200	-0.956835	101.572677	62.480612	0.021314	1.4
201	-0.943453	102.468733	62.027169	0.017108	1.3
202	-0.932867	103.468733	61.528833	0.011755	1.3
203	-0.903418	104.468733	61.038442	0.016501	1.2
204	-0.939539	103.671520	61.428752	0.016083	1.1
205	-0.923274	104.671520	60.939948	0.018718	1.1
206	-0.934629	104.732557	60.910365	0.023361	1.1
207	-0.950705	105.732557	60.429744	0.012315	1.1
208	-0.944808	106.732557	59.956648	0.022060	1.1
209	-0.977410	107.732557	59.490902	0.018009	1.1
210	-0.949015	106.935729	59.861432	0.017478	1.1
211	-0.927340	107.935729	59.397158	0.013266	1.2
212	-0.958644	107.138517	59.766697	0.015801	1.1
213	-0.957393	106.341304	60.140863	0.016713	1.1
214	-0.936707	107.341304	59.672262	0.015591	1.1
215	-0.939457	106.544510	60.045045	0.018153	1.1
216	-0.942565	107.544480	59.577945	0.015777	1.1
217	-0.908395	106.747268	59.949743	0.013386	1.1
218	-0.941861	107.747268	59.484104	0.014060	1.1
219	-0.958748	106.950055	59.854729	0.019977	1.4
220	-0.942157	106.152843	60.230001	0.014058	1.3
221	-0.959338	105.355631	60.610009	0.012405	1.7
222	-0.939904	106.354875	60.134454	0.017250	1.8
223	-0.945661	107.354874	59.665953	0.019829	1.5
224	-0.957734	108.354874	59.204695	0.020937	1.4
225	-0.947368	109.354874	58.750514	0.016337	1.4
226	-0.958002	110.354874	58.303249	0.026113	1.4
227	-0.929844	109.557662	58.659260	0.016015	1.7
228	-0.973007	110.557662	58.213378	0.017803	1.2
229	-0.959157	109.760530	58.568254	0.019000	1.2
230	-0.949498	108.963318	58.927519	0.020056	1.1
231	-0.960532	109.963318	58.477565	0.016273	1.1
232	-0.952269	110.933124	58.047711	0.017270	1.3
233	-0.949815	111.933124	57.611043	0.016975	1.1
234	-0.934173	111.135912	57.958626	0.017453	1.1
235	-0.946009	112.135761	57.523357	0.015608	1.1
236	-0.942090	111.338549	57.869880	0.018373	1.1
237	-0.955273	112.338549	57.435873	0.016977	1.1
238	-0.938972	113.338545	57.008329	0.016239	1.1
239	-0.916346	114.338545	56.587101	0.013573	1.5
240	-0.960428	113.541332	56.922403	0.016683	1.1
241	-0.949423	114.540311	56.502865	0.017496	1.6
242	-0.950055	115.540246	56.089074	0.021804	1.9
243	-0.957189	116.540246	55.681272	0.017661	2.4
244	-0.961836	117.525944	55.285066	0.016715	1.3
245	-0.953210	116.995301	55.497657	0.014523	1.2
246	-0.935284	117.995301	55.098380	0.017393	1.3
247	-0.955863	117.198089	55.416222	0.017601	1.2
248	-0.939958	118.198089	55.018111	0.016020	1.3
249	-0.950249	119.198089	54.625680	0.016099	1.3
250	-0.939756	120.198089	54.238807	0.014656	1.3
251	-0.944570	121.198089	53.857376	0.016293	1.1
252	-0.948785	120.484076	54.129172	0.018368	1.4
253	-0.949986	121.484076	53.749276	0.021892	1.1
254	-0.930874	122.484072	53.374677	0.014723	1.1
255	-0.940898	123.484072	53.005261	0.017831	1.1
256	-0.973124	124.484072	52.640924	0.016964	1.1
257	-0.944207	125.484072	52.281561	0.013756	1.4
258	-0.958327	124.686859	52.567651	0.017574	1.6
259	-0.957791	125.686859	52.209284	0.016649	1.3
260	-0.939068	126.686859	51.855771	0.022676	1.4
261	-0.930812	127.686859	51.507012	0.016650	1.4
262	-0.938683	128.686859	51.162914	0.018026	1.2
263	-0.926602	129.686859	50.823383	0.015580	1.3
264	-0.951611	130.686859	50.488328	0.013294	1.1
265	-0.939029	131.686859	50.157662	0.015196	1.1
266	-0.922063	132.686859	49.831299	0.019460	1.5
267	-0.918659	133.686859	49.509156	0.019131	1.9
268	-0.929356	134.686859	49.191152	0.019579	2.2
269	-0.946503	135.686859	48.877206	0.013163	2.1
270	-0.945838	136.686859	48.567242	0.016404	1.5
271	-0.943459	137.686859	48.261185	0.024369	1.6
272	-0.917630	138.686859	47.958961	0.013384	1.4
273	-0.968306	137.889647	48.199590	0.020698	2.0
274	-0.975763	138.889647	47.898135	0.014306	1.7
275	-0.961885	139.889647	47.600427	0.019951	1.3
276	-0.929656	140.889647	47.306397	0.017318	1.1
277	-0.966485	141.889647	47.015977	0.016102	1.1
278	-0.946736	142.889605	46.729113	0.013338	1.1
279	-0.934180	143.889605	46.445717	0.016336	1.2
280	-0.947259	144.525539	46.267277	0.016489	1.1
281	-0.942357	145.525539	45.989438	0.014517	1.3
282	-0.960237	146.525537	45.714916	0.018642	1.1
283	-0.949788	147.525537	45.443652	0.012955	1.1
284	-0.998557	148.525537	45.175588	0.020645	1.1
285	-0.950282	149.402473	44.943103	0.015399	1.1
286	-0.952255	149.741369	44.853898	0.015140	1.1
287	-0.940088	150.741369	44.592727	0.016432	1.3
288	-0.953571	149.944182	44.800682	0.017134	1.1
289	-0.950417	149.150511	45.009656	0.016362	1.7
290	-0.970262	150.150511	44.746673	0.019189	1.1
291	-0.948281	151.150511	44.486745	0.016858	1.6
292	-0.954357	152.138952	44.232773	0.017817	1.9
293	-0.927428	153.138952	43.978764	0.017298	1.3
294	-0.959887	152.758971	44.074938	0.018305	1.4
295	-0.940804	153.758971	43.822734	0.017348	1.4
296	-0.944891	154.752700	43.574955	0.015585	1.3
297	-0.963874	153.955488	43.773511	0.020566	1.6
298	-0.944707	153.158288	43.973882	0.016278	1.3
299	-0.933536	154.157570	43.723008	0.018955	1.1
300	-0.940708	153.360358	43.922919	0.012265	1.2
301	-0.938662	154.360358	43.672447	0.017900	1.1
302	-0.984528	153.563239	43.871871	0.018520	1.1
303	-0.946418	154.563239	43.621979	0.016828	1.2
304	-0.945325	153.766027	43.820965	0.020665	1.2
305	-0.950076	154.766027	43.571651	0.019978	1.2
306	-0.955741	155.766027	43.325157	0.017602	1.1
307	-0.967519	154.968815	43.521438	0.017800	1.1
308	-0.960364	155.968815	43.275511	0.022175	1.1
309	-0.914108	156.966686	43.032862	0.013837	1.1
310	-0.932225	157.966686	42.792411	0.013746	1.1
311	-0.935410	157.169474	42.983884	0.017913	1.6
312	-0.957613	158.169474	42.743977	0.018250	1.6
313	-0.954749	159.169474	42.506734	0.019959	5.4
314	-0.912355	158.372261	42.695653	0.014336	2.8
315	-0.934097	159.372261	42.458945	0.019267	1.6
316	-0.940450	160.372261	42.224847	0.014633	1.4
317	-0.971206	159.575049	42.411263	0.017335	1.4
318	-0.942587	160.575049	42.177689	0.021559	1.6
319	-0.932216	161.575049	41.946673	0.013087	1.5
320	-0.974475	162.575049	41.718174	0.019824	1.4
321	-0.964240	161.777837	41.900134	0.021175	1.4
322	-0.948135	162.777837	41.672141	0.014487	1.6
323	-0.944187	163.777837	41.446615	0.017054	1.4
324	-0.953793	164.777837	41.223518	0.017121	2.7
325	-0.971089	164.250628	41.340836	0.014956	1.7
326	-0.977505	165.250628	41.118873	0.013058	1.7
327	-0.967595	165.285299	41.111220	0.015967	1.6
328	-0.944332	164.489157	41.287674	0.018439	1.5
329	-0.938648	165.489157	41.066280	0.022981	1.6
330	-0.965953	166.489157	40.847247	0.015960	1.3
331	-0.960219	165.694478	41.021116	0.017673	1.4
332	-0.948721	164.897265	41.197034	0.015876	1.9
333	-0.934221	165.897259	40.976609	0.024351	1.4
334	-0.932174	166.897259	40.758529	0.017542	1.6
335	-0.980859	167.897259	40.542758	0.017193	1.8
336	-0.967925	167.100047	40.714588	0.015530	1.5
337	-0.958385	168.100047	40.499281	0.015012	1.4
338	-0.947137	169.099839	40.286283	0.013313	1.4
339	-0.967467	170.099839	40.075470	0.018169	1.2
340	-0.921694	169.302627	40.243354	0.015508	1.3
341	-0.950595	170.302600	40.032994	0.012130	1.2
342	-0.945609	169.505388	40.200521	0.016130	1.1
343	-0.959443	170.505305	39.990620	0.014026	1.1
344	-0.944023	170.840158	39.920817	0.017469	1.1
345	-0.954525	171.840157	39.713802	0.016671	1.1
346	-0.951778	172.840157	39.508923	0.015201	1.1
347	-0.941835	173.828919	39.308415	0.016975	1.2
348	-0.933073	173.031707	39.469920	0.015024	1.1
349	-0.937114	174.031707	39.267543	0.018658	1.1
350	-0.929357	175.031707	39.067231	0.016292	1.1
351	-0.941264	176.031707	38.868952	0.020975	1.2
352	-0.954484	177.031707	38.672675	0.016880	1.1
353	-0.961931	178.031707	38.478371	0.019995	1.1
354	-0.959573	179.031707	38.286010	0.015028	1.1
355	-0.950288	180.031707	38.095562	0.021114	1.1
356	-0.942656	181.031707	37.907000	0.013624	1.1
357	-0.935325	180.234494	38.057173	0.018379	2.0
358	-0.972930	179.440822	38.207865	0.014730	1.6
359	-0.964550	180.440822	38.018192	0.027296	2.2
360	-0.979057	181.440822	37.830393	0.022202	2.3
361	-0.948804	182.440822	37.644440	0.016179	1.9
362	-0.945113	183.440822	37.460307	0.018844	1.6
363	-0.950451	184.439598	37.278188	0.018156	1.8
364	-0.939665	185.439598	37.097611	0.015044	1.8
365	-0.968761	185.142725	37.151037	0.016059	1.5
366	-0.976132	185.151232	37.149503	0.022882	1.6
367	-0.972841	184.354020	37.293723	0.018778	1.6
368	-0.906578	183.556808	37.439066	0.016143	1.5
369	-0.951528	182.759595	37.585547	0.017302	2.0
370	-0.957420	183.759595	37.401988	0.012226	1.5
371	-0.961045	182.963496	37.547973	0.017615	1.5
372	-0.942345	183.963490	37.364781	0.018867	1.5
373	-0.954077	184.963490	37.183366	0.018440	1.5
374	-0.934313	185.963490	37.003705	0.016232	1.3
375	-0.943382	185.166282	37.146792	0.016851	1.2
376	-0.954629	184.369070	37.290990	0.015565	1.9
377	-0.965068	185.369070	37.110289	0.017042	1.6
378	-0.961326	186.369070	36.931332	0.018238	1.4
379	-0.967741	187.369070	36.754092	0.024789	1.8
380	-0.954534	188.369070	36.578545	0.017851	1.6
381	-0.954235	189.369070	36.404667	0.016304	1.6
382	-0.948630	190.369070	36.232434	0.016110	1.7
383	-0.962019	189.571857	36.369608	0.014658	1.4
384	-0.945787	190.571857	36.197706	0.017484	1.2
385	-0.967446	191.571857	36.027422	0.017611	1.3
386	-0.967067	192.571336	35.858819	0.015302	1.2
387	-0.967143	191.774124	35.993173	0.016579	1.1
388	-0.936670	192.774124	35.824803	0.014752	1.1
389	-0.972016	191.976930	35.958899	0.019822	1.1
390	-0.941706	191.188017	36.092594	0.016391	1.1
391	-0.989588	190.390804	36.228709	0.020655	1.1
392	-0.946658	191.390804	36.058133	0.023936	1.2
393	-0.949782	190.593592	36.193988	0.016040	1.1
394	-0.932101	191.593592	36.023738	0.017795	1.1
395	-0.968041	192.593421	35.855111	0.016736	1.1
396	-0.930885	193.593421	35.688028	0.013125	1.1
397	-0.930078	194.593421	35.522494	0.016666	1.1
398	-0.915174	193.796209	35.654335	0.014946	1.1
399	-0.934427	194.796209	35.489112	0.022870	1.1
400	-0.914788	193.998996	35.620705	0.018440	1.3
401	-0.951809	194.998996	35.455794	0.019437	1.7
402	-0.928960	194.201784	35.587140	0.017239	1.2
403	-0.954525	195.201784	35.422538	0.018437	1.8
404	-0.959830	194.878173	35.475638	0.017034	1.8
405	-0.962619	195.878173	35.312064	0.017535	1.3
406	-0.973206	196.878173	35.149991	0.018533	1.3
407	-0.944357	196.094646	35.276853	0.017883	1.3
408	-0.939905	197.094646	35.115103	0.020026	1.3
409	-0.987201	198.094646	34.954829	0.019660	1.3
410	-0.956257	198.865307	34.832307	0.020288	1.2
411	-0.956098	199.865307	34.674599	0.014556	1.2
412	-0.946099	200.865307	34.518312	0.016921	1.1
413	-0.986355	200.073309	34.641974	0.015161	1.1
414	-0.943286	199.276115	34.767346	0.016474	1.3
415	-0.927858	200.276115	34.610224	0.016567	1.1
416	-0.958343	201.276115	34.454516	0.017858	1.1
417	-0.966187	200.478903	34.578535	0.016846	1.1
418	-0.931125	201.478903	34.423111	0.016714	1.1
419	-0.962987	202.478903	34.269078	0.015624	1.1
420	-0.943271	201.682389	34.391655	0.016447	1.1
421	-0.968901	200.885177	34.515221	0.018132	1.1
422	-0.959659	201.885177	34.360364	0.016817	1.1
423	-0.977002	201.087965	34.483705	0.017860	1.2
424	-0.941706	200.290752	34.607935	0.016644	1.1
425	-0.945565	200.693466	34.545068	0.016522	1.1
426	-0.973786	200.206427	34.621127	0.020644	1.1
427	-0.946861	201.206427	34.465321	0.020196	2.5
428	-0.960325	200.415998	34.588358	0.019020	1.5
429	-0.962815	201.415998	34.432846	0.016791	3.3
430	-0.965940	200.764563	34.533993	0.015885	1.4
431	-0.984246	201.764563	34.378969	0.018335	1.4
432	-0.960895	202.764563	34.225330	0.016207	1.5
433	-0.951641	202.084081	34.329728	0.017610	1.5
434	-0.963967	201.286869	34.452849	0.016419	1.2
435	-0.952616	202.286869	34.298550	0.018878	1.3
436	-0.945637	203.286869	34.145628	0.016477	1.1
437	-0.949277	203.545139	34.106354	0.013798	1.1
438	-0.979946	204.545139	33.955136	0.024421	1.1
439	-0.943138	205.545077	33.805263	0.014346	1.1
440	-0.987128	206.172103	33.711956	0.017288	1.1
441	-0.924859	205.374891	33.830677	0.018092	1.1
442	-0.943267	206.374891	33.681889	0.019741	1.1
443	-0.954691	207.374891	33.534404	0.013373	1.6
444	-0.929492	208.374891	33.388205	0.019765	1.1
445	-0.992556	209.374891	33.243275	0.021669	1.1
446	-0.967203	210.374891	33.099598	0.013786	1.1
447	-0.956089	209.577679	33.214039	0.014795	1.1
448	-0.973870	208.780466	33.329273	0.017578	1.1
449	-0.947555	209.780466	33.184853	0.015087	1.1
450	-0.956582	210.780466	33.041680	0.018166	1.1
451	-0.941483	209.983254	33.155719	0.017162	2.0
452	-0.951792	210.980036	33.013254	0.017410	2.6
453	-0.964334	211.980036	32.871554	0.016021	2.3
454	-0.926665	212.980036	32.731066	0.018949	1.5
455	-0.931818	212.182823	32.842968	0.017402	1.3
456	-0.967045	213.182823	32.702723	0.014564	1.5
457	-0.954757	214.182823	32.563670	0.017268	1.4
458	-0.950500	215.182823	32.425795	0.012111	1.3
459	-0.952143	214.385611	32.535616	0.016773	1.2
460	-0.980799	213.590758	32.645855	0.018882	1.1
461	-0.943637	214.590758	32.507285	0.016127	1.1
462	-0.943245	213.793549	32.617659	0.017415	1.1
463	-0.943595	214.793549	32.479328	0.019947	1.1
464	-0.952850	215.769701	32.345422	0.017674	1.1
465	-0.951717	216.769701	32.209385	0.018685	1.1
466	-0.969699	217.769701	32.074488	0.021827	1.1
467	-0.972545	218.769701	31.940716	0.018632	1.1
468	-0.925665	219.769701	31.808055	0.016096	1.1
469	-0.963785	219.116295	31.894611	0.017450	1.1
470	-0.961500	220.116295	31.762332	0.016798	1.1
471	-0.958500	221.116295	31.631146	0.019597	1.1
472	-0.955669	222.116295	31.501039	0.014985	1.1
473	-0.947486	223.043412	31.381367	0.018918	1.1
474	-0.947539	224.043412	31.253303	0.018239	1.1
475	-0.961164	223.294146	31.349158	0.016127	1.9
476	-0.937022	224.294146	31.221356	0.015864	1.1
477	-0.938656	225.294115	31.094596	0.016403	2.3
478	-0.936114	226.294115	30.968856	0.013842	1.7
479	-0.981131	225.496903	31.069015	0.018596	1.5
480	-0.972253	224.699694	31.169823	0.016534	1.8
481	-0.927656	225.699694	31.043476	0.016041	2.1
482	-0.945902	224.902482	31.144118	0.016630	1.3
483	-0.949710	224.105269	31.245415	0.015411	1.3
484	-0.960288	223.308057	31.347373	0.016489	1.1
485	-0.945899	222.510845	31.449999	0.017785	1.1
486	-0.945350	223.510845	31.321375	0.013618	1.1
487	-0.957345	224.510845	31.193799	0.015809	1.4
488	-0.946340	223.713632	31.295420	0.017763	1.1
489	-0.963239	224.703789	31.169303	0.017583	1.5
490	-0.953302	224.315678	31.218616	0.014719	1.4
491	-0.922224	225.315678	31.091874	0.013223	1.1
492	-0.949695	224.519551	31.192693	0.018470	1.2
493	-0.953310	225.517595	31.066407	0.016403	1.1
494	-0.969606	224.765553	31.161470	0.018335	1.1
495	-0.920814	225.765553	31.035190	0.020655	1.6
496	-0.981927	224.968341	31.135779	0.021529	1.5
497	-0.955452	225.967668	31.009792	0.017875	2.6
498	-0.965440	225.171950	31.110027	0.018274	1.3
499	-0.968707	226.171949	30.984163	0.015546	1.3
