1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
177	-1.230171	57.526048	67.293598	0.003961	1.1
178	-1.196931	57.350341	67.444509	0.002697	1.2
179	-1.202911	58.350340	66.594551	0.004823	1.1
180	-1.223763	58.155910	66.758127	0.002494	1.2
181	-1.228704	59.155897	65.925284	0.002669	1.2
182	-1.230781	60.155896	65.112956	0.002241	1.2
183	-1.244767	59.961466	65.269325	0.002566	1.1
184	-1.222247	59.767036	65.426448	0.005087	1.2
185	-1.213621	60.767036	64.626291	0.003223	1.1
186	-1.203200	60.572606	64.780330	0.002493	1.2
187	-1.200471	60.378175	64.935104	0.003300	1.2
188	-1.222334	60.814896	64.588486	0.003181	1.2
189	-1.206739	61.814847	63.808610	0.002270	1.2
190	-1.221280	61.632473	63.949439	0.003484	1.1
191	-1.213430	61.438424	64.099967	0.001437	1.6
192	-1.218495	61.244351	64.251225	0.001383	1.5
193	-1.233643	61.065905	64.390934	0.001696	2.0
194	-1.190655	60.911837	64.512047	0.001984	1.9
195	-1.210614	60.722392	64.661596	0.001849	1.7
196	-1.212750	60.527988	64.815782	0.002000	1.7
197	-1.212155	60.485172	64.849839	0.002304	1.4
198	-1.209503	60.544820	64.802403	0.003456	1.2
199	-1.207320	60.350390	64.957283	0.002850	1.3
200	-1.203805	60.156034	65.112845	0.005169	1.1
201	-1.211066	59.986825	65.248888	0.001476	1.2
202	-1.229469	60.986778	64.453079	0.004866	1.3
203	-1.195836	60.796312	64.603161	0.004070	1.2
204	-1.209672	60.601881	64.757089	0.002271	1.2
205	-1.243832	60.411601	64.908443	0.003638	1.1
206	-1.210911	60.225350	65.057279	0.003535	1.1
207	-1.204097	60.030954	65.213354	0.002930	1.3
208	-1.224045	61.019487	64.427375	0.004035	1.2
209	-1.208851	60.825057	64.580466	0.003403	1.2
210	-1.225478	61.824990	63.800796	0.002146	1.2
211	-1.241962	62.416017	63.348749	0.001436	1.2
212	-1.258208	62.459942	63.315408	0.003336	1.2
213	-1.229605	62.266368	63.462601	0.003236	1.4
214	-1.226443	63.266350	62.709496	0.001991	2.0
215	-1.182963	63.075275	62.852013	0.002615	1.6
216	-1.194427	64.075229	62.113266	0.003040	1.6
217	-1.207186	65.070312	61.395157	0.002654	1.3
218	-1.240054	65.953229	60.771754	0.003055	1.9
219	-1.232367	65.758799	60.907946	0.002906	1.3
220	-1.252223	66.758799	60.213909	0.002851	1.3
221	-1.183032	67.002436	60.047205	0.004388	1.2
222	-1.232963	66.808007	60.180165	0.001815	1.2
223	-1.232033	67.806767	59.503352	0.003567	1.1
224	-1.217142	68.652939	58.941741	0.002347	1.2
225	-1.223281	68.458631	59.069765	0.002361	1.2
226	-1.202108	68.982242	58.726035	0.002240	1.9
227	-1.220524	69.624615	58.309768	0.001204	2.0
228	-1.228104	69.438876	58.429522	0.006001	2.0
229	-1.223835	69.922465	58.118753	0.002674	2.1
230	-1.212258	70.922464	57.486495	0.003307	1.9
231	-1.229182	70.728036	57.608345	0.003009	2.0
232	-1.224385	71.728036	56.987083	0.001432	1.9
233	-1.228601	72.555912	56.482805	0.003644	2.1
234	-1.218093	73.553721	55.886751	0.002598	1.5
235	-1.204742	74.553675	55.301906	0.003109	1.5
236	-1.243675	75.519906	54.748295	0.003730	1.5
237	-1.211816	76.519906	54.186889	0.003019	1.7
238	-1.234783	77.519906	53.636879	0.002363	1.7
239	-1.229102	78.518622	53.098608	0.001630	1.3
240	-1.212295	79.504797	52.577593	0.003893	1.4
241	-1.198959	80.199267	52.216784	0.002632	1.7
242	-1.240366	80.004837	52.317299	0.001906	1.2
243	-1.225187	80.027159	52.305740	0.001890	1.2
244	-1.239016	79.832855	52.406533	0.002407	1.2
245	-1.255781	79.687045	52.482425	0.003938	1.2
246	-1.220109	79.492649	52.583949	0.003382	1.2
247	-1.266297	80.300488	52.164608	0.003248	1.4
248	-1.221068	81.300487	51.654694	0.006006	1.5
249	-1.206997	82.300487	51.154650	0.004173	1.3
250	-1.225357	83.300487	50.664196	0.004242	1.2
251	-1.241345	84.300487	50.183057	0.007012	1.3
252	-1.214358	84.106057	50.275887	0.003073	1.2
253	-1.231877	83.912185	50.368795	0.004424	1.2
254	-1.204098	84.912185	49.893223	0.002641	1.1
255	-1.216102	84.717762	49.984981	0.001839	2.1
256	-1.228781	84.523981	50.076772	0.002072	1.7
257	-1.222389	85.516303	49.610249	0.002520	1.8
258	-1.233318	85.323329	49.700290	0.003466	1.3
259	-1.223236	86.268783	49.262238	0.002633	1.3
260	-1.240124	86.074353	49.351690	0.002359	1.3
261	-1.221943	85.880892	49.441020	0.003918	1.4
262	-1.217320	85.753100	49.500205	0.002846	1.3
263	-1.219822	86.752505	49.041090	0.003684	1.3
264	-1.225719	87.752505	48.590148	0.002274	1.2
265	-1.188726	87.558075	48.677174	0.002673	1.1
266	-1.178077	87.363691	48.764491	0.003624	1.7
267	-1.207331	87.957984	48.498514	0.004489	1.6
268	-1.229956	87.763554	48.585212	0.001463	1.5
269	-1.223114	88.763543	48.142581	0.003874	1.5
270	-1.203210	88.569267	48.227943	0.002107	1.5
271	-1.248183	89.569267	47.791764	0.002131	1.5
272	-1.218251	89.402408	47.863995	0.003196	1.5
273	-1.215078	90.285375	47.484230	0.005180	1.5
274	-1.201288	91.093316	47.141975	0.001506	1.5
275	-1.211927	92.093208	46.725178	0.001476	1.4
276	-1.231534	91.899196	46.805473	0.002557	1.5
277	-1.227558	92.446848	46.579525	0.004420	1.8
278	-1.205865	92.252434	46.659485	0.003424	1.9
279	-1.228266	93.250232	46.251987	0.002943	2.1
280	-1.241458	93.055802	46.330833	0.003419	1.4
281	-1.261529	94.055802	45.928152	0.003329	1.8
282	-1.203096	95.055802	45.532410	0.002293	1.6
283	-1.231537	96.055802	45.143429	0.002244	1.2
284	-1.232405	97.044116	44.765470	0.002612	1.4
285	-1.226254	96.849690	44.839323	0.003608	1.4
286	-1.239538	96.655263	44.913420	0.003955	1.5
287	-1.235797	97.655263	44.534900	0.001579	1.3
288	-1.223198	98.631617	44.171436	0.002448	1.2
289	-1.225734	98.481250	44.227025	0.003033	1.2
290	-1.229442	98.287072	44.299019	0.002202	1.3
291	-1.215904	98.092642	44.371342	0.002152	1.2
292	-1.231970	97.898213	44.443900	0.001906	1.2
293	-1.237942	97.816693	44.474393	0.003746	1.2
294	-1.230668	98.816571	44.103251	0.001641	1.1
295	-1.197490	98.622141	44.174935	0.002031	1.2
296	-1.212469	99.565421	43.829319	0.002093	1.2
297	-1.223208	99.371244	43.900022	0.002011	1.2
298	-1.228483	99.200769	43.962284	0.003213	1.2
299	-1.201424	100.200749	43.599568	0.003573	1.6
300	-1.208739	100.006319	43.669623	0.002617	1.6
301	-1.192354	99.955694	43.687900	0.002856	2.1
302	-1.227186	100.955654	43.329687	0.002571	1.5
303	-1.236268	101.955654	42.977286	0.003176	1.4
304	-1.238231	101.761224	43.045354	0.004263	1.6
305	-1.230308	102.761223	42.697544	0.002836	1.8
306	-1.216518	102.566792	42.764728	0.003787	1.2
307	-1.209722	103.563146	42.422662	0.001768	1.2
308	-1.207239	103.368716	42.488983	0.002604	1.4
309	-1.210148	104.354508	42.154849	0.003506	1.1
310	-1.229664	104.160078	42.220334	0.002008	1.2
311	-1.207060	103.965647	42.286023	0.003852	1.2
312	-1.223365	104.965647	41.950329	0.001605	1.1
313	-1.213680	105.964801	41.620199	0.004660	1.3
314	-1.249014	105.770383	41.684029	0.002215	1.1
315	-1.206067	106.751238	41.363985	0.005892	1.2
316	-1.227278	106.556943	41.426991	0.002714	1.1
317	-1.201353	107.556943	41.104745	0.003582	1.2
318	-1.213277	108.556943	40.787473	0.002872	1.2
319	-1.227047	108.362512	40.848776	0.002521	1.1
320	-1.226804	109.362409	40.535460	0.003342	1.4
321	-1.204976	109.450537	40.508076	0.003915	1.2
322	-1.214136	109.256107	40.568541	0.004056	1.7
323	-1.192184	110.256107	40.259462	0.001658	1.5
324	-1.198093	110.073714	40.315484	0.001306	2.0
325	-1.231213	109.895835	40.370271	0.002034	1.5
326	-1.238309	109.701763	40.430214	0.002145	1.4
327	-1.225962	109.507914	40.490267	0.002619	1.3
328	-1.238547	109.313484	40.550679	0.001219	1.3
329	-1.255850	109.122520	40.610190	0.004720	1.2
330	-1.251878	110.111357	40.303910	0.002902	1.2
331	-1.242275	111.111357	39.998834	0.003212	1.4
332	-1.236899	112.005747	39.729864	0.003801	1.2
333	-1.224708	112.871452	39.472944	0.001558	1.2
334	-1.243648	112.877764	39.471083	0.002873	1.4
335	-1.225029	112.683519	39.528435	0.002276	1.7
336	-1.257600	112.489088	39.586009	0.005847	1.5
337	-1.217524	113.489085	39.291667	0.001830	1.2
338	-1.214496	114.471876	39.006622	0.005686	1.2
339	-1.183278	114.292076	39.058461	0.001385	1.5
340	-1.222467	114.107369	39.111858	0.001942	1.3
341	-1.226219	113.929936	39.163291	0.001603	1.3
342	-1.221667	113.812742	39.197336	0.003541	1.2
343	-1.226805	114.590380	38.972531	0.003440	1.2
344	-1.216363	115.590380	38.687207	0.002557	1.6
345	-1.206715	116.589998	38.406137	0.001957	1.5
346	-1.230426	116.395568	38.460486	0.002248	1.7
347	-1.170349	116.202250	38.514676	0.002157	1.6
348	-1.214311	117.202242	38.235995	0.002484	1.9
349	-1.257026	117.007812	38.289864	0.002026	1.3
350	-1.243743	116.813382	38.343884	0.003678	1.3
351	-1.230230	117.813349	38.067667	0.001695	1.5
352	-1.220248	118.812904	37.795512	0.002188	1.5
353	-1.263217	118.625011	37.846373	0.003132	1.3
354	-1.204312	119.625011	37.577243	0.001198	1.3
355	-1.214081	119.868766	37.512221	0.003555	1.2
356	-1.212512	120.665032	37.301374	0.002822	1.3
357	-1.229963	121.665032	37.039912	0.001474	1.5
358	-1.226028	122.493984	36.825936	0.004121	1.5
359	-1.240139	123.492860	36.571359	0.004472	1.7
360	-1.243803	123.298439	36.620634	0.003326	1.4
361	-1.234777	123.104009	36.670044	0.003783	1.4
362	-1.239148	124.104009	36.417328	0.002585	1.4
363	-1.252696	123.909684	36.466164	0.001626	1.2
364	-1.245080	124.908988	36.216414	0.001877	1.3
365	-1.224167	125.437481	36.085709	0.002827	1.5
366	-1.216108	125.250077	36.131949	0.003279	1.8
367	-1.225701	125.055647	36.180048	0.003562	1.2
368	-1.224912	126.023025	35.941991	0.004111	1.6
369	-1.227804	127.023025	35.699178	0.002853	1.5
370	-1.216605	128.022824	35.459671	0.002123	1.7
371	-1.211944	127.828506	35.505969	0.002093	1.3
372	-1.181891	128.828444	35.269006	0.003898	2.2
373	-1.237695	129.004228	35.227676	0.001639	2.2
374	-1.212503	129.998716	34.995664	0.003139	2.7
375	-1.230797	130.319429	34.921492	0.004605	2.5
376	-1.201910	130.124998	34.966421	0.003404	2.3
377	-1.217864	131.124998	34.736568	0.002995	2.8
378	-1.217557	130.930568	34.781021	0.002592	2.8
379	-1.247502	131.930567	34.553591	0.002817	2.3
380	-1.211899	131.748141	34.594858	0.002811	2.5
381	-1.259362	132.550295	34.414133	0.002090	2.5
382	-1.240241	132.403380	34.447092	0.004463	2.4
383	-1.234501	132.678461	34.385432	0.003235	2.3
384	-1.234321	132.484031	34.428991	0.002461	2.8
385	-1.217982	133.484031	34.206126	0.003298	1.6
386	-1.209431	134.484001	33.986135	0.003484	1.6
387	-1.200369	135.484001	33.768949	0.001285	1.7
388	-1.238713	135.433675	33.779813	0.001672	1.5
389	-1.194963	135.310804	33.806366	0.001050	1.6
390	-1.242299	135.541811	33.756479	0.004244	1.5
391	-1.220905	135.348590	33.798196	0.002858	1.7
392	-1.237124	136.345770	33.584000	0.002408	1.7
393	-1.208791	137.250545	33.391988	0.004505	1.4
394	-1.241007	138.250545	33.182306	0.002756	1.5
395	-1.245383	138.057330	33.222614	0.001617	1.3
396	-1.245779	138.929134	33.041511	0.003892	1.3
397	-1.220516	138.734718	33.081727	0.003010	1.2
398	-1.224766	139.734718	32.875911	0.003583	1.5
399	-1.205556	139.540299	32.915725	0.004508	2.6
400	-1.232471	140.540299	32.711963	0.004718	1.9
401	-1.240111	141.540268	32.510715	0.004569	2.4
402	-1.208701	142.540268	32.311921	0.001298	1.7
403	-1.214087	142.345878	32.350374	0.001723	1.6
404	-1.216953	142.154851	32.388251	0.004179	1.2
405	-1.232406	142.085092	32.402105	0.001460	1.2
406	-1.262333	141.890666	32.440780	0.002613	1.2
407	-1.208020	141.712428	32.476316	0.002707	1.2
408	-1.198742	141.517998	32.515170	0.002221	1.2
409	-1.220173	142.517964	32.316329	0.002400	1.2
410	-1.247591	142.323533	32.354800	0.001882	1.2
411	-1.239377	143.140455	32.193771	0.003162	1.2
412	-1.228318	143.229616	32.176293	0.001873	1.2
413	-1.222328	144.084780	32.009615	0.002362	1.2
414	-1.212044	143.890840	32.047264	0.003001	1.2
415	-1.237024	143.697255	32.084932	0.004277	1.3
416	-1.218332	143.502825	32.122854	0.003354	1.2
417	-1.220557	143.308394	32.160866	0.002160	1.2
418	-1.244025	144.308384	31.966317	0.003420	1.2
419	-1.200025	144.113954	32.003959	0.001261	1.2
420	-1.232735	143.939782	32.037755	0.003582	1.2
421	-1.244370	144.653113	31.899795	0.002271	1.2
422	-1.233783	145.653075	31.708388	0.003423	2.3
423	-1.229013	145.473631	31.742566	0.003342	2.4
424	-1.226533	145.279201	31.779683	0.001826	1.9
425	-1.249636	146.184322	31.607631	0.003688	2.4
426	-1.222389	145.989892	31.644432	0.002335	1.4
427	-1.207669	145.795584	31.681296	0.002617	1.2
428	-1.236217	145.601529	31.718198	0.002376	1.3
429	-1.203206	146.601528	31.528951	0.002867	1.2
430	-1.206269	146.619148	31.525636	0.003664	1.5
431	-1.220509	146.477828	31.552238	0.002474	1.1
432	-1.225344	147.477756	31.364973	0.003500	1.5
433	-1.234371	147.283328	31.401211	0.002848	1.3
434	-1.211485	147.088898	31.437533	0.003036	1.1
435	-1.224005	146.896022	31.473648	0.002818	1.5
436	-1.235414	147.896022	31.287299	0.001788	1.1
437	-1.215235	148.219729	31.227448	0.003406	1.1
438	-1.231333	149.172961	31.052526	0.002480	1.3
439	-1.228076	148.978531	31.088045	0.004596	1.3
440	-1.225239	149.978531	30.906221	0.004776	1.3
441	-1.241303	150.978531	30.726511	0.004274	1.5
442	-1.208392	150.784100	30.761289	0.002902	1.2
443	-1.201834	151.784100	30.583255	0.002353	1.2
444	-1.246231	152.783940	30.407299	0.002953	2.0
445	-1.219157	153.783940	30.233329	0.002597	1.7
446	-1.227774	153.589521	30.266996	0.003249	1.7
447	-1.237623	154.589521	30.094622	0.002257	2.4
448	-1.215802	154.395097	30.127982	0.002294	1.9
449	-1.234591	155.369920	29.961460	0.001868	1.5
450	-1.227320	155.195512	29.991117	0.003242	1.2
451	-1.208715	156.195205	29.821915	0.003079	1.2
452	-1.208456	156.979043	29.690576	0.002277	1.2
453	-1.246201	156.784613	29.723046	0.005252	1.3
454	-1.224685	157.784613	29.556796	0.003214	1.2
455	-1.244039	158.784613	29.392395	0.001726	1.2
456	-1.225510	159.775167	29.231339	0.002577	1.2
457	-1.210973	159.580740	29.262812	0.002501	1.2
458	-1.244463	160.580704	29.101662	0.002572	1.3
459	-1.208734	160.485064	29.116998	0.002873	1.2
460	-1.228819	161.485062	28.957440	0.001835	1.2
461	-1.202052	162.484921	28.799643	0.001871	1.2
462	-1.229794	162.290503	28.830191	0.003006	1.2
463	-1.240936	162.096124	28.860798	0.001951	1.2
464	-1.230391	161.972118	28.880358	0.002454	1.5
465	-1.204218	161.777690	28.911079	0.002928	1.4
466	-1.221610	161.583260	28.941866	0.001783	2.9
467	-1.214858	162.583248	28.784218	0.002531	2.3
468	-1.226052	162.392969	28.814083	0.002186	2.0
469	-1.242426	162.899928	28.734651	0.002701	1.5
470	-1.206894	163.899928	28.579245	0.003600	1.4
471	-1.214633	163.705498	28.609329	0.001997	1.2
472	-1.240217	163.511068	28.639476	0.004007	1.2
473	-1.243998	164.511068	28.485094	0.001913	1.2
474	-1.230432	164.316638	28.514980	0.001351	1.2
475	-1.226628	164.298490	28.517773	0.002270	1.5
476	-1.230679	165.295557	28.365144	0.002745	1.2
477	-1.244040	165.101146	28.394776	0.002237	1.3
478	-1.223965	164.907719	28.424319	0.002247	2.1
479	-1.230352	164.714342	28.453916	0.003571	1.6
480	-1.241803	165.714342	28.301523	0.002015	1.6
481	-1.225543	166.713861	28.150826	0.002491	1.6
482	-1.208326	167.704729	28.003009	0.004276	1.2
483	-1.226719	168.704729	27.855396	0.003250	1.2
484	-1.225546	169.704729	27.709330	0.004076	1.2
485	-1.235026	170.704729	27.564788	0.002299	1.2
486	-1.214285	170.510299	27.592773	0.002212	1.1
487	-1.248235	171.298976	27.479607	0.002311	1.2
488	-1.217456	172.298560	27.337505	0.003665	1.9
489	-1.216228	172.122451	27.362434	0.002665	1.8
490	-1.183671	171.928442	27.389950	0.001903	1.8
491	-1.218588	172.867075	27.257337	0.001944	1.7
492	-1.250445	173.036976	27.233471	0.003169	1.9
493	-1.245149	174.034156	27.094230	0.003145	1.6
494	-1.221508	175.034156	26.956018	0.002262	1.3
495	-1.225420	174.839762	26.982775	0.002779	1.2
496	-1.217192	174.709640	27.000715	0.002786	1.2
497	-1.220949	175.705875	26.863968	0.001632	1.2
498	-1.221225	175.520698	26.889281	0.002143	1.3
499	-1.240543	175.388016	26.907448	0.002281	1.2
