1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
58	-0.906236	10.564543	5.314274	0.020066	1.1
59	-0.874169	11.545744	5.154057	0.019005	1.0
60	-0.890767	11.101690	5.225352	0.010419	1.1
61	-0.865218	12.040884	5.076820	0.018881	1.0
62	-0.866277	11.603450	5.144935	0.005810	1.0
63	-0.893826	12.206730	5.051464	0.018528	1.1
64	-0.881006	12.778756	4.965921	0.013186	1.0
65	-0.881850	12.339276	5.031381	0.026886	1.0
66	-0.893875	12.085278	5.070008	0.031157	0.9
67	-0.886710	13.085278	4.921263	0.001310	0.9
68	-0.870607	13.160311	4.910453	0.013058	0.9
69	-0.890212	13.306970	4.889462	0.020569	1.0
70	-0.907633	12.942927	4.941902	0.015881	0.9
71	-0.883647	13.282316	4.892978	0.006438	0.9
72	-0.889095	13.011565	4.931929	0.019219	0.9
73	-0.868735	13.129668	4.914862	0.019705	1.0
74	-0.897711	14.072785	4.782700	0.011309	0.9
75	-0.888346	14.973536	4.662945	0.007911	0.9
76	-0.892909	14.869340	4.676490	0.017527	0.9
77	-0.885959	14.701668	4.698453	0.027425	0.9
78	-0.899505	15.701591	4.570445	0.011567	0.9
79	-0.890867	16.575743	4.464120	0.019647	0.9
80	-0.899682	16.132813	4.517369	0.018246	0.9
81	-0.895485	17.128481	4.399405	0.004570	0.9
82	-0.873069	17.233289	4.387345	0.033379	0.9
83	-0.871508	17.172795	4.394298	0.007496	0.9
84	-0.876576	16.731346	4.445710	0.009545	1.4
85	-0.896015	17.206605	4.390409	0.013725	0.9
86	-0.888546	16.811169	4.436325	0.014200	1.4
87	-0.880103	17.774319	4.326127	0.008765	1.2
88	-0.879292	17.480608	4.359147	0.022792	1.1
89	-0.895717	18.428077	4.254395	0.019956	1.0
90	-0.916402	19.427011	4.149271	0.023991	1.0
91	-0.886898	18.981517	4.195504	0.010562	1.0
92	-0.872061	19.929405	4.098340	0.031781	1.0
93	-0.883247	20.518674	4.040173	0.017423	1.0
94	-0.888473	21.518641	3.945155	0.009364	1.0
95	-0.891759	21.236028	3.971553	0.009326	0.9
96	-0.905022	20.873643	4.005924	0.005960	1.0
97	-0.874956	21.275262	3.967867	0.010339	0.9
98	-0.897787	21.824136	3.917011	0.014567	0.9
99	-0.876213	22.679808	3.840278	0.013651	0.9
100	-0.876074	22.252222	3.878243	0.021544	0.9
101	-0.863976	23.237981	3.791824	0.021008	0.9
102	-0.898057	24.237949	3.708007	0.008520	1.0
103	-0.894389	25.194410	3.631232	0.013913	0.9
104	-0.884292	24.780427	3.664068	0.009325	0.9
105	-0.871801	24.513832	3.685531	0.009210	0.9
106	-0.875288	25.057360	3.642037	0.012447	0.9
107	-0.874733	24.843130	3.659057	0.009054	0.9
108	-0.889467	25.495983	3.607680	0.006046	0.9
109	-0.882730	25.510651	3.606542	0.017516	0.9
110	-0.905380	26.237951	3.551014	0.005343	0.9
111	-0.877043	26.053802	3.564911	0.020124	0.9
112	-0.903308	25.824774	3.582348	0.009604	0.9
113	-0.896952	25.485450	3.608497	0.019063	0.9
114	-0.906722	26.447942	3.535298	0.018438	0.9
115	-0.882562	26.468025	3.533802	0.011964	1.5
116	-0.883022	27.451626	3.462064	0.013048	0.9
117	-0.876322	28.382848	3.396779	0.014818	1.1
118	-0.909405	28.859369	3.364315	0.021852	1.2
119	-0.869878	28.414755	3.394586	0.006880	1.1
120	-0.888963	29.052574	3.351329	0.008835	1.2
121	-0.890333	29.446121	3.325184	0.012515	1.0
122	-0.891991	30.218435	3.275044	0.024121	1.0
123	-0.891384	31.215267	3.212521	0.021782	1.0
124	-0.854349	32.212588	3.152311	0.029401	1.0
125	-0.886869	33.206241	3.094526	0.021049	0.9
126	-0.913637	32.760737	3.120170	0.009191	1.1
127	-0.885492	33.739203	3.064396	0.010428	0.9
128	-0.897097	33.452705	3.080519	0.026415	0.9
129	-0.872011	33.057048	3.103067	0.015625	0.9
130	-0.901638	34.035555	3.047895	0.024713	0.9
131	-0.890754	33.590084	3.072767	0.024433	0.9
132	-0.884309	34.309630	3.032792	0.024622	0.9
133	-0.898398	35.309096	2.978961	0.018733	0.9
134	-0.890956	34.873907	3.002164	0.012386	0.9
135	-0.887824	34.448339	3.025205	0.042691	0.9
136	-0.922278	35.448067	2.971627	0.011787	0.9
137	-0.883923	36.106683	2.937355	0.020876	0.9
138	-0.865704	35.662150	2.960400	0.013723	0.9
139	-0.906251	36.653988	2.909471	0.012202	0.9
140	-0.889045	37.612918	2.861871	0.013236	0.9
141	-0.908333	37.395206	2.872541	0.017347	0.9
142	-0.915426	36.960188	2.894101	0.011936	0.9
143	-0.911521	36.525195	2.915985	0.003588	0.9
144	-0.885843	36.352040	2.924789	0.011997	0.9
145	-0.877754	36.250329	2.929985	0.008697	0.9
146	-0.871161	36.057562	2.939884	0.010166	1.1
147	-0.895015	35.724643	2.957138	0.022418	0.9
148	-0.897528	36.707982	2.906749	0.008443	1.2
149	-0.894942	36.272173	2.928868	0.015114	1.2
150	-0.905098	36.540506	2.915209	0.006882	1.2
151	-0.903661	37.259148	2.879249	0.012109	1.1
152	-0.894434	36.913745	2.896422	0.009076	1.1
153	-0.893194	36.529638	2.915760	0.019116	1.0
154	-0.867354	37.479684	2.868391	0.028273	1.0
155	-0.871747	38.467411	2.820749	0.010847	1.1
156	-0.889577	38.022370	2.842018	0.013330	1.0
157	-0.891864	37.618241	2.861611	0.025919	0.9
158	-0.874088	38.617102	2.813666	0.013642	0.9
159	-0.891101	38.182276	2.834339	0.010519	1.0
160	-0.902431	38.246406	2.831271	0.019091	0.9
161	-0.857724	37.866034	2.849565	0.006131	0.9
162	-0.891787	37.554506	2.864726	0.022133	1.0
163	-0.909374	37.197598	2.882295	0.021992	1.0
164	-0.884108	38.013615	2.842439	0.013674	1.1
165	-0.913549	38.997484	2.795828	0.018130	1.4
166	-0.877180	39.180458	2.787327	0.007240	1.2
167	-0.879116	40.085385	2.746035	0.018527	1.2
168	-0.894586	40.800706	2.714251	0.011734	1.3
169	-0.896165	41.754222	2.673009	0.010296	1.3
170	-0.885333	42.608512	2.637110	0.023667	1.2
171	-0.882687	43.529085	2.599489	0.016086	1.1
172	-0.886226	44.507063	2.560680	0.016554	1.0
173	-0.858101	44.063833	2.578124	0.018337	1.0
174	-0.886901	45.062569	2.539148	0.012099	1.3
175	-0.926544	44.622379	2.556180	0.005669	1.3
176	-0.888662	44.793505	2.549532	0.006676	1.6
177	-0.887883	44.679875	2.553942	0.006199	1.4
178	-0.889673	44.638947	2.555535	0.023904	1.5
179	-0.881188	45.564389	2.520005	0.023323	1.2
180	-0.904637	46.431362	2.487605	0.045257	1.1
181	-0.899779	47.431362	2.451254	0.037860	1.1
182	-0.869207	46.985858	2.467316	0.031154	1.2
183	-0.899358	46.540353	2.483591	0.009823	1.3
184	-0.894281	47.539124	2.447400	0.011784	1.0
185	-0.853831	48.093483	2.427763	0.020336	1.0
186	-0.886268	49.085987	2.393383	0.016841	0.9
187	-0.847465	48.641890	2.408645	0.010158	1.3
188	-0.889119	49.601879	2.375895	0.009235	0.9
189	-0.868885	49.267893	2.387187	0.016340	1.5
190	-0.892476	49.452979	2.380916	0.015257	1.2
191	-0.879610	50.443305	2.347912	0.018446	1.0
192	-0.897071	50.133491	2.358138	0.008343	1.0
193	-0.890945	51.050532	2.328125	0.016970	0.9
194	-0.872269	51.834765	2.303057	0.022125	0.9
195	-0.869013	51.442938	2.315514	0.013425	0.9
196	-0.876579	51.009930	2.329437	0.021470	0.9
197	-0.898379	51.929332	2.300071	0.010009	0.9
198	-0.894078	51.501130	2.313655	0.031734	0.9
199	-0.870664	52.498397	2.282262	0.014429	0.9
200	-0.859245	52.052966	2.296178	0.004282	0.9
201	-0.898190	52.088700	2.295055	0.029831	1.0
202	-0.867008	52.122884	2.293983	0.008648	1.8
203	-0.883193	51.680219	2.307954	0.002173	2.0
204	-0.901974	51.591780	2.310766	0.024337	1.4
205	-0.899073	51.556343	2.311895	0.007373	1.0
206	-0.914082	51.358591	2.318213	0.019738	1.1
207	-0.896358	50.953751	2.331256	0.003802	1.1
208	-0.877601	51.149008	2.324947	0.004617	1.1
209	-0.911696	51.119660	2.325893	0.004987	1.0
210	-0.871983	51.116614	2.325991	0.012366	1.1
211	-0.910884	50.949384	2.331398	0.014267	0.9
212	-0.893747	51.655580	2.308737	0.014029	0.9
213	-0.911059	51.221257	2.322621	0.017527	1.2
214	-0.918238	50.777401	2.336984	0.019744	1.3
215	-0.906480	51.349567	2.318502	0.029890	1.3
216	-0.889246	50.904066	2.332867	0.028513	1.1
217	-0.892399	50.461310	2.347321	0.017351	1.0
218	-0.888769	50.015808	2.362046	0.003976	0.9
219	-0.899304	49.727234	2.371684	0.024103	1.1
220	-0.898814	49.795378	2.369401	0.009485	1.0
221	-0.869017	49.351687	2.384344	0.008700	1.0
222	-0.865902	49.877575	2.366653	0.008487	0.9
223	-0.857855	49.836761	2.368016	0.020380	0.9
224	-0.879957	49.404169	2.382567	0.023706	1.1
225	-0.878718	50.404153	2.349200	0.026702	1.0
226	-0.895525	49.958659	2.363949	0.018437	1.0
227	-0.904563	50.958632	2.331098	0.021768	1.1
228	-0.879710	50.513194	2.345618	0.023795	1.1
229	-0.884396	50.067692	2.360322	0.017855	1.4
230	-0.892966	51.067624	2.327572	0.015354	0.9
231	-0.873166	52.061827	2.295900	0.015158	1.1
232	-0.896356	52.560299	2.280342	0.013360	1.3
233	-0.891771	53.522751	2.250891	0.019571	1.0
234	-0.874491	54.498118	2.221812	0.003491	1.1
235	-0.885520	54.152499	2.232030	0.014942	1.2
236	-0.889206	54.124179	2.232871	0.014407	1.0
237	-0.879105	54.871023	2.210892	0.015107	1.0
238	-0.894007	54.557569	2.220064	0.025659	1.0
239	-0.899063	55.557441	2.191069	0.047458	1.1
240	-0.898053	56.557441	2.162818	0.008366	1.0
241	-0.893109	57.555891	2.135328	0.013098	1.1
242	-0.906658	57.464953	2.137803	0.009676	1.1
243	-0.873475	57.186002	2.145430	0.008501	0.9
244	-0.867975	57.664242	2.132387	0.022554	0.9
245	-0.871148	57.334248	2.141370	0.012361	0.9
246	-0.879024	58.211568	2.117653	0.006346	0.9
247	-0.905467	58.834531	2.101129	0.028252	1.0
248	-0.922308	58.401116	2.112598	0.004829	0.9
249	-0.908661	58.034069	2.122409	0.008526	0.9
